Measure,Country,Time,Value,Flags
"USD, constant prices, 2005 PPPs",France,1971,19.247,
"USD, constant prices, 2005 PPPs",France,1972,20.527,
"USD, constant prices, 2005 PPPs",France,1973,21.744,
"USD, constant prices, 2005 PPPs",France,1974,22.927,
"USD, constant prices, 2005 PPPs",France,1975,23.171,
"USD, constant prices, 2005 PPPs",France,1976,23.646,
"USD, constant prices, 2005 PPPs",France,1977,24.775,
"USD, constant prices, 2005 PPPs",France,1978,26.03,
"USD, constant prices, 2005 PPPs",France,1979,26.802,
"USD, constant prices, 2005 PPPs",France,1980,27.256,
"USD, constant prices, 2005 PPPs",France,1981,27.876,
"USD, constant prices, 2005 PPPs",France,1982,29.707,
"USD, constant prices, 2005 PPPs",France,1983,30.425,
"USD, constant prices, 2005 PPPs",France,1984,31.174,
"USD, constant prices, 2005 PPPs",France,1985,32.419,
"USD, constant prices, 2005 PPPs",France,1986,33.077,
"USD, constant prices, 2005 PPPs",France,1987,33.33,
"USD, constant prices, 2005 PPPs",France,1988,34.352,
"USD, constant prices, 2005 PPPs",France,1989,35.501,
"USD, constant prices, 2005 PPPs",France,1990,36.195,
"USD, constant prices, 2005 PPPs",France,1991,36.732,
"USD, constant prices, 2005 PPPs",France,1992,37.478,
"USD, constant prices, 2005 PPPs",France,1993,37.979,
"USD, constant prices, 2005 PPPs",France,1994,38.898,
"USD, constant prices, 2005 PPPs",France,1995,39.919,
"USD, constant prices, 2005 PPPs",France,1996,40.07,
"USD, constant prices, 2005 PPPs",France,1997,40.896,
"USD, constant prices, 2005 PPPs",France,1998,41.901,
"USD, constant prices, 2005 PPPs",France,1999,42.583,
"USD, constant prices, 2005 PPPs",France,2000,44.093,
"USD, constant prices, 2005 PPPs",France,2001,44.511,
"USD, constant prices, 2005 PPPs",France,2002,45.846,
"USD, constant prices, 2005 PPPs",France,2003,46.298,
"USD, constant prices, 2005 PPPs",France,2004,46.52,
"USD, constant prices, 2005 PPPs",France,2005,47.234,
"USD, constant prices, 2005 PPPs",France,2006,48.607,
"USD, constant prices, 2005 PPPs",France,2007,48.639,
"USD, constant prices, 2005 PPPs",France,2008,48.139,
"USD, constant prices, 2005 PPPs",France,2009,47.862,
"USD, constant prices, 2005 PPPs",France,2010,48.413,
"USD, constant prices, 2005 PPPs",France,2011,49.018,
"USD, constant prices, 2005 PPPs",France,2012,49.132,
"USD, constant prices, 2005 PPPs",France,2013,49.336,
As % of the USA (USA=100),France,1970,17.51,
As % of the USA (USA=100),France,1971,17.856,
As % of the USA (USA=100),France,1972,17.735,
As % of the USA (USA=100),France,1973,17.898,
As % of the USA (USA=100),France,1974,18.835,
As % of the USA (USA=100),France,1975,18.66,
As % of the USA (USA=100),France,1976,18.483,
As % of the USA (USA=100),France,1977,18.3,
As % of the USA (USA=100),France,1978,18.011,
As % of the USA (USA=100),France,1979,18.059,
As % of the USA (USA=100),France,1980,18.399,
As % of the USA (USA=100),France,1981,18.11,
As % of the USA (USA=100),France,1982,18.909,
As % of the USA (USA=100),France,1983,18.294,
As % of the USA (USA=100),France,1984,17.311,
As % of the USA (USA=100),France,1985,16.874,
As % of the USA (USA=100),France,1986,16.67,
As % of the USA (USA=100),France,1987,16.497,
As % of the USA (USA=100),France,1988,16.57,
As % of the USA (USA=100),France,1989,16.651,
As % of the USA (USA=100),France,1990,16.766,
As % of the USA (USA=100),France,1991,16.952,
As % of the USA (USA=100),France,1992,16.612,
As % of the USA (USA=100),France,1993,16.061,
As % of the USA (USA=100),France,1994,15.784,
As % of the USA (USA=100),France,1995,15.681,
As % of the USA (USA=100),France,1996,15.309,
As % of the USA (USA=100),France,1997,15.081,
As % of the USA (USA=100),France,1998,15.032,
As % of the USA (USA=100),France,1999,14.734,
As % of the USA (USA=100),France,2000,14.916,
As % of the USA (USA=100),France,2001,15.337,
As % of the USA (USA=100),France,2002,15.527,
As % of the USA (USA=100),France,2003,14.711,
As % of the USA (USA=100),France,2004,14.34,
As % of the USA (USA=100),France,2005,14.209,
As % of the USA (USA=100),France,2006,14.389,
As % of the USA (USA=100),France,2007,14.579,
As % of the USA (USA=100),France,2008,14.886,
As % of the USA (USA=100),France,2009,15.25,
As % of the USA (USA=100),France,2010,15.112,
As % of the USA (USA=100),France,2011,15.254,
As % of the USA (USA=100),France,2012,14.877,
As % of the USA (USA=100),France,2013,14.583,
As % of the USA (USA=100),France,1970,69.191,
As % of the USA (USA=100),France,1971,70.779,
As % of the USA (USA=100),France,1972,70.429,
As % of the USA (USA=100),France,1973,71.186,
As % of the USA (USA=100),France,1974,75.114,
As % of the USA (USA=100),France,1975,74.796,
As % of the USA (USA=100),France,1976,74.51,
As % of the USA (USA=100),France,1977,74.182,
As % of the USA (USA=100),France,1978,73.467,
As % of the USA (USA=100),France,1979,74.16,
As % of the USA (USA=100),France,1980,76.048,
As % of the USA (USA=100),France,1981,75.177,
As % of the USA (USA=100),France,1982,78.777,
As % of the USA (USA=100),France,1983,76.503,
As % of the USA (USA=100),France,1984,72.679,
As % of the USA (USA=100),France,1985,71.129,
As % of the USA (USA=100),France,1986,70.553,
As % of the USA (USA=100),France,1987,70.075,
As % of the USA (USA=100),France,1988,70.631,
As % of the USA (USA=100),France,1989,71.234,
As % of the USA (USA=100),France,1990,72.147,
As % of the USA (USA=100),France,1991,73.563,
As % of the USA (USA=100),France,1992,72.696,
As % of the USA (USA=100),France,1993,70.899,
As % of the USA (USA=100),France,1994,70.274,
As % of the USA (USA=100),France,1995,70.397,
As % of the USA (USA=100),France,1996,69.29,
As % of the USA (USA=100),France,1997,68.841,
As % of the USA (USA=100),France,1998,69.172,
As % of the USA (USA=100),France,1999,68.235,
As % of the USA (USA=100),France,2000,69.366,
As % of the USA (USA=100),France,2001,71.523,
As % of the USA (USA=100),France,2002,72.579,
As % of the USA (USA=100),France,2003,68.918,
As % of the USA (USA=100),France,2004,67.295,
As % of the USA (USA=100),France,2005,66.801,
As % of the USA (USA=100),France,2006,67.824,
As % of the USA (USA=100),France,2007,68.963,
As % of the USA (USA=100),France,2008,70.687,
As % of the USA (USA=100),France,2009,72.689,
As % of the USA (USA=100),France,2010,72.264,
As % of the USA (USA=100),France,2011,73.101,
As % of the USA (USA=100),France,2012,71.453,
As % of the USA (USA=100),France,2013,70.208,
As % of the USA (USA=100),France,1970,63.523,
As % of the USA (USA=100),France,1971,64.217,
As % of the USA (USA=100),France,1972,66.868,
As % of the USA (USA=100),France,1973,69.191,
As % of the USA (USA=100),France,1974,73.603,
As % of the USA (USA=100),France,1975,72.4,
As % of the USA (USA=100),France,1976,72.138,
As % of the USA (USA=100),France,1977,74.794,
As % of the USA (USA=100),France,1978,77.945,
As % of the USA (USA=100),France,1979,79.891,
As % of the USA (USA=100),France,1980,81.217,
As % of the USA (USA=100),France,1981,81.134,
As % of the USA (USA=100),France,1982,86.833,
As % of the USA (USA=100),France,1983,86.519,
As % of the USA (USA=100),France,1984,86.819,
As % of the USA (USA=100),France,1985,88.598,
As % of the USA (USA=100),France,1986,88.352,
As % of the USA (USA=100),France,1987,88.381,
As % of the USA (USA=100),France,1988,90.025,
As % of the USA (USA=100),France,1989,92.214,
As % of the USA (USA=100),France,1990,92.402,
As % of the USA (USA=100),France,1991,92.52,
As % of the USA (USA=100),France,1992,91.23,
As % of the USA (USA=100),France,1993,92.105,
As % of the USA (USA=100),France,1994,93.533,
As % of the USA (USA=100),France,1995,95.743,
As % of the USA (USA=100),France,1996,93.988,
As % of the USA (USA=100),France,1997,95.203,
As % of the USA (USA=100),France,1998,96.089,
As % of the USA (USA=100),France,1999,94.325,
As % of the USA (USA=100),France,2000,96.6,
As % of the USA (USA=100),France,2001,97.269,
As % of the USA (USA=100),France,2002,99.442,
As % of the USA (USA=100),France,2003,94.099,
As % of the USA (USA=100),France,2004,90.925,
As % of the USA (USA=100),France,2005,91.051,
As % of the USA (USA=100),France,2006,94.31,
As % of the USA (USA=100),France,2007,94.221,
As % of the USA (USA=100),France,2008,94.289,
As % of the USA (USA=100),France,2009,93.698,
As % of the USA (USA=100),France,2010,92.09,
As % of the USA (USA=100),France,2011,93.6,
As % of the USA (USA=100),France,2012,93.175,
As % of the USA (USA=100),France,2013,92.464,
As % of the USA (USA=100),France,1970,108.923,
As % of the USA (USA=100),France,1971,110.219,
As % of the USA (USA=100),France,1972,105.326,
As % of the USA (USA=100),France,1973,102.882,
As % of the USA (USA=100),France,1974,102.052,
As % of the USA (USA=100),France,1975,103.309,
As % of the USA (USA=100),France,1976,103.289,
As % of the USA (USA=100),France,1977,99.182,
As % of the USA (USA=100),France,1978,94.254,
As % of the USA (USA=100),France,1979,92.826,
As % of the USA (USA=100),France,1980,93.635,
As % of the USA (USA=100),France,1981,92.658,
As % of the USA (USA=100),France,1982,90.722,
As % of the USA (USA=100),France,1983,88.423,
As % of the USA (USA=100),France,1984,83.713,
As % of the USA (USA=100),France,1985,80.283,
As % of the USA (USA=100),France,1986,79.855,
As % of the USA (USA=100),France,1987,79.288,
As % of the USA (USA=100),France,1988,78.457,
As % of the USA (USA=100),France,1989,77.248,
As % of the USA (USA=100),France,1990,78.079,
As % of the USA (USA=100),France,1991,79.51,
As % of the USA (USA=100),France,1992,79.684,
As % of the USA (USA=100),France,1993,76.977,
As % of the USA (USA=100),France,1994,75.133,
As % of the USA (USA=100),France,1995,73.527,
As % of the USA (USA=100),France,1996,73.722,
As % of the USA (USA=100),France,1997,72.31,
As % of the USA (USA=100),France,1998,71.987,
As % of the USA (USA=100),France,1999,72.341,
As % of the USA (USA=100),France,2000,71.808,
As % of the USA (USA=100),France,2001,73.531,
As % of the USA (USA=100),France,2002,72.987,
As % of the USA (USA=100),France,2003,73.239,
As % of the USA (USA=100),France,2004,74.012,
As % of the USA (USA=100),France,2005,73.367,
As % of the USA (USA=100),France,2006,71.916,
As % of the USA (USA=100),France,2007,73.193,
As % of the USA (USA=100),France,2008,74.968,
As % of the USA (USA=100),France,2009,77.578,
As % of the USA (USA=100),France,2010,78.471,
As % of the USA (USA=100),France,2011,78.099,
As % of the USA (USA=100),France,2012,76.686,
As % of the USA (USA=100),France,2013,75.93,
"National currency, current prices",Germany,1970,390858.003,
"National currency, current prices",Germany,1971,433824.201,
"National currency, current prices",Germany,1972,472985.875,
"National currency, current prices",Germany,1973,526802.014,
"National currency, current prices",Germany,1974,570158.421,
"National currency, current prices",Germany,1975,597245.335,
"National currency, current prices",Germany,1976,647527.928,
"National currency, current prices",Germany,1977,689952.171,
"National currency, current prices",Germany,1978,735909.962,
"National currency, current prices",Germany,1979,799242.832,
"National currency, current prices",Germany,1980,854684.837,
"National currency, current prices",Germany,1981,895082.168,
"National currency, current prices",Germany,1982,932390.356,
"National currency, current prices",Germany,1983,973643.977,
"National currency, current prices",Germany,1984,1021043.368,
"National currency, current prices",Germany,1985,1067011.997,
"National currency, current prices",Germany,1986,1124155.741,
"National currency, current prices",Germany,1987,1154505.225,
"National currency, current prices",Germany,1988,1217545.44,
"National currency, current prices",Germany,1989,1301407.569,
"National currency, current prices",Germany,1990,1416323.724,
"National currency, current prices",Germany,1991,1534600,
"National currency, current prices",Germany,1992,1648400,
"National currency, current prices",Germany,1993,1696900,
"National currency, current prices",Germany,1994,1782200,
"National currency, current prices",Germany,1995,1848500,
"National currency, current prices",Germany,1996,1875000,
"National currency, current prices",Germany,1997,1912600,
"National currency, current prices",Germany,1998,1959700,
"National currency, current prices",Germany,1999,2000200,
"National currency, current prices",Germany,2000,2047500,
"National currency, current prices",Germany,2001,2101900,
"National currency, current prices",Germany,2002,2132200,
"National currency, current prices",Germany,2003,2147500,
"National currency, current prices",Germany,2004,2195700,
"National currency, current prices",Germany,2005,2224400,
"National currency, current prices",Germany,2006,2313900,
"National currency, current prices",Germany,2007,2428500,
"National currency, current prices",Germany,2008,2473800,
"National currency, current prices",Germany,2009,2374200,
"National currency, current prices",Germany,2010,2495000,
"National currency, current prices",Germany,2011,2609900,
"National currency, current prices",Germany,2012,2666400,
"National currency, current prices",Germany,2013,2737600,
"National currency, current prices",Germany,1970,5029.765,
"National currency, current prices",Germany,1971,5537.357,
"National currency, current prices",Germany,1972,6008.84,
"National currency, current prices",Germany,1973,6672.096,
"National currency, current prices",Germany,1974,7219.114,
"National currency, current prices",Germany,1975,7590.912,
"National currency, current prices",Germany,1976,8268.038,
"National currency, current prices",Germany,1977,8826.868,
"National currency, current prices",Germany,1978,9424.835,
"National currency, current prices",Germany,1979,10233.059,
"National currency, current prices",Germany,1980,10915.097,
"National currency, current prices",Germany,1981,11414.244,
"National currency, current prices",Germany,1982,11902.602,
"National currency, current prices",Germany,1983,12463.121,
"National currency, current prices",Germany,1984,13116.196,
"National currency, current prices",Germany,1985,13738.116,
"National currency, current prices",Germany,1986,14469.761,
"National currency, current prices",Germany,1987,14855.056,
"National currency, current prices",Germany,1988,15586.577,
